Edge name,partner1,partner2,Edge Type,Spearman corr pval (metatreatment1),Spearman corr pval (metatreatment2),Spearman corr pval (metatreatment3),Spearman corr pval (metatreatment4),Spearman corr pval (metatreatment5),Spearman corr pval (metatreatment6),Combined corr Pvalue,Corr Coefficient (metatreatment1),Corr Coefficient (metatreatment2),Corr Coefficient (metatreatment3),Corr Coefficient (metatreatment4),Corr Coefficient (metatreatment5),Corr Coefficient (metatreatment6),Mean Corr Coefficient,Combined corr FDR,partner1 name,partner1_MedianValue (experiment1),partner1_MedianValue (experiment2),partner1_MeanValue (experiment1),partner1_MeanValue (experiment2),partner1_MedianLog2FoldChange (experiment1),partner1_MedianLog2FoldChange (experiment2),partner1_MeanLog2FoldChange (experiment1),partner1_MeanLog2FoldChange (experiment2),partner2 name,partner2_MedianValue (experiment1),partner2_MedianValue (experiment2),partner2_MeanValue (experiment1),partner2_MeanValue (experiment2),partner2_MedianLog2FoldChange (experiment1),partner2_MedianLog2FoldChange (experiment2),partner2_MeanLog2FoldChange (experiment1),partner2_MeanLog2FoldChange (experiment2),Correlations Passed Consistency Filter (66.0% Agreement),All Non-PUC Filters Passed,combined Coefficient correlation Direction,partner1_FC_direction,partner2_FC_direction,IfFoldChangeDirectionMatch,PUC,"Final Network Value (0: No edge, 1: Positive edge, -1: Negative edge)"
OTU_182764<==>OTU_187233,OTU_182764,OTU_187233,microbe<==>microbe,2.803252355866087e-17,0.016666666666666666,0.03738607346849874,5.79142781081364e-17,0.08858700531354387,0.03738607346849874,1.6136100119132634e-31,0.9425689965002774,1.0,0.8999999999999998,0.9399145771941866,0.8207826816681233,0.8999999999999998,0.9172110425604312,3.687995327228425e-29,OTU_182764,11.652714085,8.244844124,74.10189714242001,27.55369619228,-0.6131768949763435,-2.9924092074551645,-0.7689595926834929,-2.827975781345545,OTU_187233,10.943990320000001,8.4046302225,69.4176076164,29.182293001079998,-0.2650193129059501,-2.4355893678618825,-0.7347471816164011,-2.510883171618759,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_261016<==>OTU_261132,OTU_261016,OTU_261132,microbe<==>microbe,0.40724170314621877,0.39100221895577075,0.05385421772754211,0.06405236064645708,0.28475697986529386,0.1881204043741873,0.04039830001739856,-0.14459857224747188,0.4999999999999999,-0.8720815992723809,-0.31640871287061506,-0.5999999999999999,-0.6999999999999998,-0.35551481406507796,0.09141837528689642,OTU_261016,19.950038380000002,11.207298965,26.53611375,15.933184001180003,4.050684904566077,2.6748831772374424,2.842104052788491,2.754613223396722,OTU_261132,8.684250223500001,5.006799574,11.737620922699996,5.888630666379999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,-1.0,1.0,-1.0,-1.0,1,-1.0
OTU_264155<==>OTU_272889,OTU_264155,OTU_272889,microbe<==>microbe,0.409242560355761,0.21889398131323168,0.016666666666666666,0.6502534028104675,0.49253578170279755,0.016666666666666666,0.007607096924682942,-0.14398911341741083,0.6668859288553501,1.0,-0.07940279852394481,0.41039134083406165,1.0,0.47564755962467603,0.03268760712915493,OTU_264155,1.6346187085000001,1.7463964745,1.6371746926600002,1.9798884279400004,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_272889,3.4162112325000002,2.6424382855,4.207347921160001,3.01581512572,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_259506<==>OTU_272889,OTU_259506,OTU_272889,microbe<==>microbe,0.0006451333379246213,0.7470600781046621,0.016666666666666666,0.0004759610816570556,0.28475697986529386,0.016666666666666666,1.7339890433079448e-06,0.5485545848612816,0.19999999999999996,1.0,0.5594466820994956,0.5999999999999999,1.0,0.6513335444934628,3.213347263139137e-05,OTU_259506,3.788158859,2.1389852065,4.39653033702,2.5695175849600003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_272889,3.4162112325000002,2.6424382855,4.207347921160001,3.01581512572,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_265011<==>OTU_129394,OTU_265011,OTU_129394,microbe<==>microbe,0.4900253393251004,0.504631575468691,0.016666666666666666,0.5243726699358683,0.717685644210786,0.016666666666666666,0.014666520977977946,-0.12063047315062947,0.3999999999999999,1.0,0.11131579725284552,-0.22360679774997896,1.0,0.3611797543920395,0.04817026147615014,OTU_265011,14.669009845000001,2.443092677,20.082217493700004,4.24806302218,-0.469924051990942,-1.4656424379909239,-1.3986153771315213,-0.7080242775889175,OTU_129394,11.10999404,3.624961239,14.773481331820001,4.744151272240001,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_196191<==>OTU_261142,OTU_196191,OTU_261142,microbe<==>microbe,0.10397740114047685,0.504631575468691,0.016666666666666666,0.13831954736486607,0.39100221895577075,0.016666666666666666,0.005336316292038729,0.2794643819704631,0.3999999999999999,1.0,0.25561693130850155,0.4999999999999999,1.0,0.5725135522131607,0.02632326765641167,OTU_196191,3.919567839,2.1389852065,4.4934520639799995,2.4766245740400006,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_261142,5.446128784,2.634110496,6.540227916660001,3.21721441824,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_262104<==>OTU_320249,OTU_262104,OTU_320249,microbe<==>microbe,0.021020178190961657,0.717685644210786,0.016666666666666666,0.27719767805150913,0.39100221895577075,0.016666666666666666,0.0036672723541342693,0.3886963752086969,0.22360679774997896,1.0,0.18887504437735664,0.4999999999999999,1.0,0.5501963695560054,0.02072411877047855,OTU_262104,3.3626688615,2.4900460435,7.674620798419998,5.161877522000001,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_320249,5.226943867999999,6.4699183765,5.678868275420001,6.391769246059999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_191274<==>OTU_259506,OTU_191274,OTU_259506,microbe<==>microbe,0.1411001870108067,0.623837664781073,0.016666666666666666,0.6504348902480335,0.49253578170279755,0.016666666666666666,0.01632840909261429,-0.253887409673135,0.29999999999999993,1.0,-0.07935879463773483,0.41039134083406165,1.0,0.39619085608719856,0.05127868321146198,OTU_191274,5.397125044999999,2.6281902515,5.793753830380002,2.99103836476,-0.40885704733809847,-1.471332180249502,-0.4756829033624844,-1.371208940380436,OTU_259506,3.788158859,2.1389852065,4.39653033702,2.5695175849600003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_129394<==>OTU_264846,OTU_129394,OTU_264846,microbe<==>microbe,0.2459140067241741,0.016666666666666666,0.05385421772754211,0.04570237666709871,0.28475697986529386,0.28475697986529386,0.014562408299644001,0.20142877351276547,-1.0,-0.8720815992723809,0.33995761693092463,-0.5999999999999999,-0.5999999999999999,-0.42178253480478173,0.04799369542461813,OTU_129394,11.10999404,3.624961239,14.773481331820001,4.744151272240001,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_264846,8.737080147499999,7.5348659145,12.355550887699998,9.84416245922,3.37444022907654,3.7447870673362837,2.5033240082937334,3.7865420716807514,True,True,-1.0,-1.0,1.0,-1.0,1,-1.0
OTU_262104<==>OTU_229452,OTU_262104,OTU_229452,microbe<==>microbe,0.024907639083900392,0.1176137608734582,0.016666666666666666,0.4545206238608155,0.5528147466433507,0.016666666666666666,0.003094668261528692,0.37861989354470854,-0.7826237921249263,1.0,0.13061875312141605,0.3590924232298039,1.0,0.3476178796285003,0.018777972312579702,OTU_262104,3.3626688615,2.4900460435,7.674620798419998,5.161877522000001,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_229452,3.7043218715,1.9950060244999999,4.0045987582,2.1305749727800007,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_206324<==>OTU_324013,OTU_206324,OTU_324013,microbe<==>microbe,8.194983460484353e-08,0.016666666666666666,0.32172333582430024,3.582519160342877e-06,0.03738607346849874,0.28475697986529386,1.3739236831853299e-11,0.7660245353049976,1.0,0.5642880936468347,0.6951527106603813,0.8999999999999998,0.5999999999999999,0.7542442232687022,5.887835450650466e-10,OTU_206324,11.510429665,8.3152628005,42.38909500588001,14.09269684632,-4.321639603593258,-2.5645569633195895,-4.134108876940972,-3.0100294708558324,OTU_324013,21.67969603,15.952803755,80.60817022769999,26.27720581272,-1.2984215972598963,-2.153783073397335,-1.8286598665541458,-2.3989035898693265,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_4448052<==>OTU_266946,OTU_4448052,OTU_266946,microbe<==>microbe,0.1963579956745396,0.00481823046819857,0.05385421772754211,0.05615667879371245,0.10408803866182796,0.39100221895577075,0.019345854924577962,-0.22373214663598065,0.9746794344808963,-0.8720815992723809,-0.32578078142851674,-0.7999999999999998,-0.4999999999999999,-0.2911525154759969,0.05581265579222562,OTU_4448052,7.046631423,3.026302209,26.433488155080003,6.886800295800003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_266946,11.99125087,10.08277615,17.26186317256,15.701201727120003,3.776105069282231,3.052339400281177,2.1428546913928375,2.299039492144702,True,True,-1.0,-1.0,1.0,-1.0,1,-1.0
OTU_1129461<==>OTU_180362,OTU_1129461,OTU_180362,microbe<==>microbe,0.5697476502283652,0.16537039580601628,0.016666666666666666,0.25097866958822557,0.18169011381620928,0.016666666666666666,0.002900876334423546,-0.09945423605924332,0.7254762501100117,1.0,-0.1993274156116827,0.7071067811865475,1.0,0.5223002299376055,0.01819238603630864,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_180362,0.0,1.9403818720000001,1.3581529888000003,3.4778072106200004,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_170950<==>OTU_272758,OTU_170950,OTU_272758,microbe<==>microbe,0.13367646333804956,0.39100221895577075,0.016666666666666666,0.3973545999825411,0.49253578170279755,0.016666666666666666,0.005263584837108758,0.25856273009796654,-0.4999999999999999,1.0,-0.14763554021677044,0.41039134083406165,1.0,0.3368864217858763,0.026211261205336015,OTU_170950,24.004075115,9.463017636,27.75357336338,11.267715450460003,-0.469924051990942,-1.4656424379909239,-1.3986153771315213,-0.7080242775889175,OTU_272758,3.663797875,1.944208134,3.9828036681199994,2.04468579994,-0.40885704733809847,-1.471332180249502,-0.4756829033624844,-1.437466277217841,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_269037<==>OTU_259506,OTU_269037,OTU_259506,microbe<==>microbe,0.006130252328942861,0.39100221895577075,0.016666666666666666,0.35781228214916594,0.03738607346849874,0.016666666666666666,0.00021740543377415608,0.4541860793449104,0.4999999999999999,1.0,0.1602428365539731,0.8999999999999998,1.0,0.6690714859831471,0.0024983406551588776,OTU_269037,3.8229471750000004,1.972183303,4.08890754768,2.3462282407999995,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_259506,3.788158859,2.1389852065,4.39653033702,2.5695175849600003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_273737<==>OTU_320249,OTU_273737,OTU_320249,microbe<==>microbe,0.2580476865811431,0.623837664781073,0.016666666666666666,0.07722114819311653,0.10408803866182796,0.016666666666666666,0.0021141354973212467,0.19644108361526708,-0.29999999999999993,1.0,0.30262697097022023,-0.7999999999999998,1.0,0.23317800909758127,0.014744787988018367,OTU_273737,10.788510865,7.4660446789999995,11.05199267794,7.36448735704,-0.40885704733809847,-1.471332180249502,-0.4756829033624844,-1.4259963615856557,OTU_320249,5.226943867999999,6.4699183765,5.678868275420001,6.391769246059999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_268492<==>OTU_264846,OTU_268492,OTU_264846,microbe<==>microbe,0.02498566830510889,0.623837664781073,0.05385421772754211,7.266020890224828e-05,0.623837664781073,0.28475697986529386,9.338993281829496e-05,-0.37843137254901965,0.29999999999999993,-0.8720815992723809,-0.6194045914105656,-0.29999999999999993,-0.5999999999999999,-0.4116529272053276,0.0012235865720205906,OTU_268492,5.249284597,3.934756285,6.559242448260001,5.298592600839999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_264846,8.737080147499999,7.5348659145,12.355550887699998,9.84416245922,3.37444022907654,3.7447870673362837,2.5033240082937334,3.7865420716807514,True,True,-1.0,-1.0,1.0,-1.0,1,-1.0
OTU_166911<==>OTU_259506,OTU_166911,OTU_259506,microbe<==>microbe,0.07185979443475998,0.03738607346849874,0.08858700531354387,0.07535733868489781,0.1881204043741873,0.1881204043741873,0.016993019930255572,0.3079975218164813,-0.8999999999999998,0.8207826816681233,0.3044600768186789,-0.6999999999999998,0.6999999999999998,0.08887338005054729,0.05224909117568866,OTU_166911,20.739928365,9.8012992805,116.47738409850001,35.43170607156001,-0.2664282113305417,-2.3068279181529094,-0.5488953901554163,-2.2400931618764908,OTU_259506,3.788158859,2.1389852065,4.39653033702,2.5695175849600003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_179703<==>OTU_191616,OTU_179703,OTU_191616,microbe<==>microbe,0.06857931437606776,0.39100221895577075,0.016666666666666666,0.4535593617930921,0.623837664781073,0.016666666666666666,0.004985673504334255,0.311439835874761,0.4999999999999999,1.0,0.13089482455850207,-0.29999999999999993,1.0,0.44038911007221054,0.025457009811072913,OTU_179703,5.8151586465000005,3.9077639160000004,7.476569717560004,3.7218614483800008,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_191616,5.4835395155,3.5543187495,5.964691972820001,3.587424224440001,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_324888<==>OTU_1995182,OTU_324888,OTU_1995182,microbe<==>microbe,4.2886762281080996e-07,0.28475697986529386,0.00481823046819857,5.222752871188341e-07,0.028008456010146083,0.03738607346849874,4.238841596304758e-13,0.7376612991758197,0.5999999999999999,0.9746794344808963,0.7340249512775421,0.9176629354822472,0.8999999999999998,0.810671436736084,2.179824290899722e-11,OTU_324888,3.5864140015,1.7214131755,19.70249069972,8.117710996899998,-1.6655895354255674,-3.663124799678708,-1.1326325638896526,-3.5643188724829615,OTU_1995182,25.362316030000002,7.270355278,137.0664294198,25.565012141279993,-0.11780780248403427,-2.6923254705357462,-0.5169352174633167,-2.474153870925666,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_324888<==>OTU_344703,OTU_324888,OTU_344703,microbe<==>microbe,7.5003713488793405e-06,0.21889398131323168,0.28475697986529386,0.011497659698567008,0.510140203242436,0.39100221895577075,4.353394272310151e-05,0.6784409962668289,0.6668859288553501,0.5999999999999999,0.4223163818149605,0.3952847075210474,0.4999999999999999,0.5438213357430312,0.000626219022247691,OTU_324888,3.5864140015,1.7214131755,19.70249069972,8.117710996899998,-1.6655895354255674,-3.663124799678708,-1.1326325638896526,-3.5643188724829615,OTU_344703,1.6346187085000001,0.0,22.201245289240006,9.0621260528,-2.409244901721283,-5.0257987511573825,-0.9433700550994633,-3.9461644607906767,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_194151<==>OTU_185177,OTU_194151,OTU_185177,microbe<==>microbe,0.7926432008915092,0.1881204043741873,0.21889398131323168,0.0005308730831525936,0.5528147466433507,0.00481823046819857,0.011239925943757018,-0.04608488629047276,0.6999999999999998,-0.6668859288553501,-0.5555789044937404,-0.3590924232298039,0.9746794344808963,0.007839548601921506,0.04106803628010365,OTU_194151,14.18891131,8.263904547,143.29186093524,45.140804794699996,0.7327873773719866,1.3469004262356306,0.8880883492191661,1.6823243806002777,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,-1.0,1.0,-1.0,-1.0,1,-1.0
OTU_264155<==>OTU_193064,OTU_264155,OTU_193064,microbe<==>microbe,0.281527116487111,0.08858700531354387,0.016666666666666666,0.04180631716959041,0.20263069030420366,0.016666666666666666,0.0047247176992997655,0.18721214809918948,-0.8207826816681233,1.0,-0.34591248686132664,0.6842105263157895,1.0,0.2841212509809215,0.02454675775776119,OTU_264155,1.6346187085000001,1.7463964745,1.6371746926600002,1.9798884279400004,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_193064,2.120453259,1.8120655934999998,2.52881230264,3.248678779240001,-0.469924051990942,-1.4656424379909239,-1.4787093742443593,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185177<==>OTU_259506,OTU_185177,OTU_259506,microbe<==>microbe,0.0002265558686080454,0.623837664781073,0.016666666666666666,0.00033881457934399606,0.7470600781046621,0.016666666666666666,2.997591019437007e-07,0.5845508518292808,-0.29999999999999993,1.0,0.5711917838580295,0.19999999999999996,1.0,0.5092904392812184,6.490573396823077e-06,OTU_185177,8.556678002,5.447960167,10.38114539586,5.752639718779999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_259506,3.788158859,2.1389852065,4.39653033702,2.5695175849600003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_191274<==>OTU_261132,OTU_191274,OTU_261132,microbe<==>microbe,0.058290374471412165,0.28475697986529386,0.016666666666666666,0.6338609952286579,0.32172333582430024,0.016666666666666666,0.012146942762203412,-0.32315022421524664,-0.5999999999999999,1.0,0.08339759175199003,0.5642880936468347,1.0,0.28742257686392975,0.04330374568778582,OTU_191274,5.397125044999999,2.6281902515,5.793753830380002,2.99103836476,-0.40885704733809847,-1.471332180249502,-0.4756829033624844,-1.371208940380436,OTU_261132,8.684250223500001,5.006799574,11.737620922699996,5.888630666379999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_185222<==>OTU_261142,OTU_185222,OTU_261142,microbe<==>microbe,0.049286934833822835,0.7470600781046621,0.016666666666666666,0.7267282951225027,0.504631575468691,0.016666666666666666,0.024442167937959773,-0.33482899264994137,0.19999999999999996,1.0,0.06124169598146312,-0.3999999999999999,1.0,0.2544021172219203,0.06429352870637245,OTU_185222,4.664286059,2.5536268294999998,5.481276726119998,2.82962965198,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,OTU_261142,5.446128784,2.634110496,6.540227916660001,3.21721441824,-0.40885704733809847,-1.4656424379909239,-0.4756829033624844,-0.7080242775889175,True,True,1.0,-1.0,-1.0,1.0,1,1.0
