Edge name,partner1,partner2,Edge Type,Spearman corr pval (metatreatment1),Spearman corr pval (metatreatment2),Spearman corr pval (metatreatment3),Spearman corr pval (metatreatment4),Spearman corr pval (metatreatment5),Spearman corr pval (metatreatment6),Combined corr Pvalue,Corr Coefficient (metatreatment1),Corr Coefficient (metatreatment2),Corr Coefficient (metatreatment3),Corr Coefficient (metatreatment4),Corr Coefficient (metatreatment5),Corr Coefficient (metatreatment6),Mean Corr Coefficient,Combined corr FDR,partner1 name,partner1_MedianValue (Experiment1),partner1_MedianValue (Experiment2),partner1_MeanValue (Experiment1),partner1_MeanValue (Experiment2),partner1_MedianLog2FoldChange (Experiment1),partner1_MedianLog2FoldChange (Experiment2),partner1_MeanLog2FoldChange (Experiment1),partner1_MeanLog2FoldChange (Experiment2),partner2 name,partner2_MedianValue (Experiment1),partner2_MedianValue (Experiment2),partner2_MeanValue (Experiment1),partner2_MeanValue (Experiment2),partner2_MedianLog2FoldChange (Experiment1),partner2_MedianLog2FoldChange (Experiment2),partner2_MeanLog2FoldChange (Experiment1),partner2_MeanLog2FoldChange (Experiment2),Correlations Passed Consistency Filter (All Agree),All Non-PUC Filters Passed,combined Coefficient correlation Direction,partner1_FC_direction,partner2_FC_direction,IfFoldChangeDirectionMatch,PUC,"Final Network Value (0: No edge, 1: Positive edge, -1: Negative edge)"
lipid529<==>lipid391,lipid529,lipid391,lipid_metab<==>lipid_metab,0.09646118602901287,0.0011108173578061712,0.09693132919695581,0.09646118602901287,0.0011108173578061712,0.09693132919695581,7.21867811010433e-06,0.6265515005254438,0.9221722216732094,0.6258728844341153,0.6265515005254438,0.9221722216732094,0.6258728844341153,0.724865535544256,5.903394476857944e-05,lipid529,2085.494689,2085.494689,1772.8275887906248,1772.8275887906248,3.5562480446686684,3.5562480446686684,3.6162826962794385,3.6162826962794385,lipid391,4906.541934,4906.541934,5220.275269093751,5220.275269093751,1.124667242566839,1.124667242566839,1.017077124529509,1.017077124529509,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000041997<==>ENSMUSG00000036180,ENSMUSG00000041997,ENSMUSG00000036180,RNAseq<==>RNAseq,0.0008629681828999817,0.020815127253525318,0.07098765432098764,0.0008629681828999817,0.020815127253525318,0.07098765432098764,2.4254728286564957e-07,0.9285714285714286,0.7857142857142857,0.6666666666666666,0.9285714285714286,0.7857142857142857,0.6666666666666666,0.7936507936507936,1.1924073068048308e-06,ENSMUSG00000041997,16.05881465,16.05881465,30.65659222921875,30.65659222921875,2.866491678513802,2.866491678513802,2.6734675402671852,2.6734675402671852,ENSMUSG00000036180,33.939246495000006,33.939246495000006,36.171231511562496,36.171231511562496,0.6862514303052835,0.6862514303052835,0.6462927897697286,0.6462927897697286,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid19<==>lipid6,lipid19,lipid6,lipid_metab<==>lipid_metab,3.314396026200151e-05,0.0020082755054294677,4.96031746031746e-05,3.314396026200151e-05,0.0020082755054294677,4.96031746031746e-05,4.1372066839226235e-17,0.9761904761904762,0.9047619047619048,1.0,0.9761904761904762,0.9047619047619048,1.0,0.9603174603174603,2.301082532930964e-14,lipid19,0.327556991,0.327556991,0.4545171847500001,0.4545171847500001,2.484966753379,2.484966753379,2.333175508478181,2.333175508478181,lipid6,0.068716108,0.068716108,0.10695014012500002,0.10695014012500002,4.6071341346471675,4.6071341346471675,4.1917480796960245,4.1917480796960245,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000023852<==>ENSMUSG00000028053,ENSMUSG00000023852,ENSMUSG00000028053,RNAseq<==>RNAseq,0.006530017254715304,0.0002604000243872527,0.05799031816457279,0.006530017254715304,0.0002604000243872527,0.05799031816457279,3.3318493709650784e-09,0.8571428571428571,0.9523809523809523,0.6904761904761905,0.8571428571428571,0.9523809523809523,0.6904761904761905,0.8333333333333334,4.14244024312598e-08,ENSMUSG00000023852,23.410546295,23.410546295,30.873530778437498,30.873530778437498,1.4675249133254853,1.4675249133254853,1.5442297530879223,1.5442297530879223,ENSMUSG00000028053,35.156398280000005,35.156398280000005,48.16830430562499,48.16830430562499,2.151771403645706,2.151771403645706,2.0036238902558297,2.0036238902558297,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid327<==>lipid522,lipid327,lipid522,lipid_metab<==>lipid_metab,0.002438796796382347,0.006530017254715304,0.020815127253525318,0.002438796796382347,0.006530017254715304,0.020815127253525318,2.5830923337230243e-08,-0.8982196964349443,-0.8571428571428571,-0.7857142857142857,-0.8982196964349443,-0.8571428571428571,-0.7857142857142857,-0.8470256130973622,5.517592058784144e-07,lipid327,47.86802569,47.86802569,53.988206931250005,53.988206931250005,0.7186200679647893,0.7186200679647893,0.9045187495398884,0.9045187495398884,lipid522,73.781595705,73.781595705,167.1678391219375,167.1678391219375,-10.217826537452538,-10.217826537452538,-6.3517737272236525,-6.3517737272236525,True,True,-1.0,1.0,-1.0,-1.0,1,-1.0
ENSMUSG00000027677<==>ENSMUSG00000020609,ENSMUSG00000027677,ENSMUSG00000020609,RNAseq<==>RNAseq,0.05378837201307151,0.0149026676862301,0.010175540123456787,0.05378837201307151,0.0149026676862301,0.010175540123456787,4.915984837164849e-06,0.6988459044322258,0.8095238095238095,0.8333333333333334,0.6988459044322258,0.8095238095238095,0.8333333333333334,0.7805676824297896,1.4277900184434957e-05,ENSMUSG00000027677,29.18277836,29.18277836,32.881919283125,32.881919283125,1.5854286848458183,1.5854286848458183,1.5440670428537837,1.5440670428537837,ENSMUSG00000020609,215.20627009999998,215.20627009999998,521.829136490625,521.829136490625,3.5459085245767454,3.5459085245767454,3.3080592843059655,3.3080592843059655,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000040459<==>ENSMUSG00000037416,ENSMUSG00000040459,ENSMUSG00000037416,RNAseq<==>RNAseq,0.08555889101267318,0.010175540123456787,0.05799031816457279,0.08555889101267318,0.010175540123456787,0.05799031816457279,8.456349498265198e-05,0.6428571428571429,0.8333333333333334,0.6904761904761905,0.6428571428571429,0.8333333333333334,0.6904761904761905,0.7222222222222223,0.0001636743845615297,ENSMUSG00000040459,67.89178138,67.89178138,86.90206099749999,86.90206099749999,1.5538754800484451,1.5538754800484451,1.545258295034702,1.545258295034702,ENSMUSG00000037416,7.6516986435,7.6516986435,10.9313621281875,10.9313621281875,1.7694297860270964,1.7694297860270964,1.6893445975353298,1.6893445975353298,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000022141<==>ENSMUSG00000037416,ENSMUSG00000022141,ENSMUSG00000037416,RNAseq<==>RNAseq,0.02800493915307187,0.02800493915307187,0.010175540123456787,0.02800493915307187,0.02800493915307187,0.010175540123456787,4.747806390879939e-06,0.7619047619047619,0.7619047619047619,0.8333333333333334,0.7619047619047619,0.7619047619047619,0.8333333333333334,0.7857142857142857,1.388427278662483e-05,ENSMUSG00000022141,59.74119442,59.74119442,77.80744738937501,77.80744738937501,1.5498384057469163,1.5498384057469163,1.6103422077862684,1.6103422077862684,ENSMUSG00000037416,7.6516986435,7.6516986435,10.9313621281875,10.9313621281875,1.7694297860270964,1.7694297860270964,1.6893445975353298,1.6893445975353298,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000020863<==>ENSMUSG00000022521,ENSMUSG00000020863,ENSMUSG00000022521,RNAseq<==>RNAseq,0.04652823228416728,4.96031746031746e-05,0.02800493915307187,0.04652823228416728,4.96031746031746e-05,0.02800493915307187,1.6219480749560432e-09,0.7142857142857143,1.0,0.7619047619047619,0.7142857142857143,1.0,0.7619047619047619,0.8253968253968255,2.409549061572253e-08,ENSMUSG00000020863,131.53082890000002,131.53082890000002,147.99710419875,147.99710419875,0.8667520084652758,0.8667520084652758,0.9008464762101887,0.9008464762101887,ENSMUSG00000022521,51.75471701,51.75471701,57.956213885625,57.956213885625,1.31826398367911,1.31826398367911,1.1242744196326977,1.1242744196326977,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid470<==>lipid62,lipid470,lipid62,lipid_metab<==>lipid_metab,0.1017330374542646,0.04462261002441918,0.1360582623880914,0.1017330374542646,0.04462261002441918,0.1360582623880914,0.003252870291918576,0.6190476190476191,0.7185757571479554,0.5748606057183643,0.6190476190476191,0.7185757571479554,0.5748606057183643,0.6374946606379797,0.008912420858551444,lipid470,113.25135015000001,113.25135015000001,130.60688024956247,130.60688024956247,-10.19879714916615,-10.19879714916615,-10.40159321063994,-10.40159321063994,lipid62,67.62577725,67.62577725,68.3538334865625,68.3538334865625,-0.7729668397796441,-0.7729668397796441,-0.9087025738104593,-0.9087025738104593,True,True,1.0,-1.0,-1.0,1.0,1,1.0
ENSMUSG00000041360<==>ENSMUSG00000022521,ENSMUSG00000041360,ENSMUSG00000022521,RNAseq<==>RNAseq,0.08555889101267318,0.0038503204637324114,0.02800493915307187,0.08555889101267318,0.0038503204637324114,0.02800493915307187,5.980654571082034e-06,0.6428571428571429,0.8809523809523809,0.7619047619047619,0.6428571428571429,0.8809523809523809,0.7619047619047619,0.7619047619047619,1.6838223600679514e-05,ENSMUSG00000041360,25.64987113,25.64987113,28.969346200937498,28.969346200937498,1.1104661806375016,1.1104661806375016,1.1128156583527737,1.1128156583527737,ENSMUSG00000022521,51.75471701,51.75471701,57.956213885625,57.956213885625,1.31826398367911,1.31826398367911,1.1242744196326977,1.1242744196326977,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid451<==>lipid470,lipid451,lipid470,lipid_metab<==>lipid_metab,0.13895995716070672,0.01384425737797413,0.007471414639953453,0.13895995716070672,0.01384425737797413,0.007471414639953453,1.2061857488149124e-05,0.5714285714285714,0.8143858581010162,0.8503146459584139,0.5714285714285714,0.8143858581010162,0.8503146459584139,0.7453763584960006,9.075261245375884e-05,lipid451,330.715155,330.715155,504.1689512031562,504.1689512031562,-9.700008104876572,-9.700008104876572,-4.990682055912137,-4.990682055912137,lipid470,113.25135015000001,113.25135015000001,130.60688024956247,130.60688024956247,-10.19879714916615,-10.19879714916615,-10.40159321063994,-10.40159321063994,True,True,1.0,-1.0,-1.0,1.0,1,1.0
ENSMUSG00000022387<==>ENSMUSG00000090836,ENSMUSG00000022387,ENSMUSG00000090836,RNAseq<==>RNAseq,0.04652823228416728,0.0008629681828999817,0.05799031816457279,0.04652823228416728,0.0008629681828999817,0.05799031816457279,6.507417873896207e-07,0.7142857142857143,0.9285714285714286,0.6904761904761905,0.7142857142857143,0.9285714285714286,0.6904761904761905,0.7777777777777778,2.7041818738185947e-06,ENSMUSG00000022387,9.1366102835,9.1366102835,14.331017570562498,14.331017570562498,2.2696859684147817,2.2696859684147817,2.05012017974024,2.05012017974024,ENSMUSG00000090836,4.569992663,4.569992663,12.259647344812501,12.259647344812501,4.477143559980404,4.477143559980404,4.0260009389824996,4.0260009389824996,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid508<==>lipid512,lipid508,lipid512,lipid_metab<==>lipid_metab,4.96031746031746e-05,0.0020082755054294677,0.0011108173578061712,4.96031746031746e-05,0.0020082755054294677,0.0011108173578061712,2.3138879504921804e-14,1.0,0.9047619047619048,0.9221722216732094,1.0,0.9047619047619048,0.9221722216732094,0.9423113754783713,4.780161950295346e-12,lipid508,1212.7532075,1212.7532075,1897.6239600821882,1897.6239600821882,-4.570467860975106,-4.570467860975106,-4.246714623280135,-4.246714623280135,lipid512,236.82274304999999,236.82274304999999,730.9080146028124,730.9080146028124,-5.702374961518705,-5.702374961518705,-5.573033698617067,-5.573033698617067,True,True,1.0,-1.0,-1.0,1.0,1,1.0
ENSMUSG00000021149<==>ENSMUSG00000070594,ENSMUSG00000021149,ENSMUSG00000070594,RNAseq<==>RNAseq,0.0149026676862301,0.0020082755054294677,0.04652823228416728,0.0149026676862301,0.0020082755054294677,0.04652823228416728,2.803723354090703e-07,0.8095238095238095,0.9047619047619048,0.7142857142857143,0.8095238095238095,0.9047619047619048,0.7142857142857143,0.8095238095238096,1.3523062642651095e-06,ENSMUSG00000021149,50.28596963,50.28596963,52.20261334906251,52.20261334906251,0.7289475728745314,0.7289475728745314,0.7691382823034878,0.7691382823034878,ENSMUSG00000070594,45.70822758,45.70822758,66.9175916046875,66.9175916046875,1.7868473113486507,1.7868473113486507,1.7373562616448541,1.7373562616448541,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000022911<==>ENSMUSG00000058301,ENSMUSG00000022911,ENSMUSG00000058301,RNAseq<==>RNAseq,0.0038503204637324114,0.0008629681828999817,0.0038503204637324114,0.0038503204637324114,0.0008629681828999817,0.0038503204637324114,9.987321654675696e-11,0.8809523809523809,0.9285714285714286,0.8809523809523809,0.8809523809523809,0.9285714285714286,0.8809523809523809,0.8968253968253969,2.9979589649300045e-09,ENSMUSG00000022911,4.168030871,4.168030871,5.347514890156251,5.347514890156251,1.237927839305035,1.237927839305035,1.33207617610122,1.33207617610122,ENSMUSG00000058301,13.194145525,13.194145525,22.015096913031247,22.015096913031247,3.257414316703854,3.257414316703854,2.7462857899326822,2.7462857899326822,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000053877<==>ENSMUSG00000046230,ENSMUSG00000053877,ENSMUSG00000046230,RNAseq<==>RNAseq,0.0038503204637324114,0.0002604000243872527,0.03655276105286082,0.0038503204637324114,0.0002604000243872527,0.03655276105286082,6.138175310632008e-10,0.8809523809523809,0.9523809523809523,0.7380952380952381,0.8809523809523809,0.9523809523809523,0.7380952380952381,0.8571428571428571,1.141096852828971e-08,ENSMUSG00000053877,3.9249935525,3.9249935525,7.318775778000001,7.318775778000001,3.29554367901389,3.29554367901389,3.0977354287200654,3.0977354287200654,ENSMUSG00000046230,5.665342365,5.665342365,8.003186248843749,8.003186248843749,2.4972358365265412,2.4972358365265412,2.3245240356429955,2.3245240356429955,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000036940<==>ENSMUSG00000064345,ENSMUSG00000036940,ENSMUSG00000064345,RNAseq<==>RNAseq,0.0039805588790226614,0.0011108173578061712,0.07098765432098764,0.0039805588790226614,0.0011108173578061712,0.07098765432098764,2.357094704988009e-08,0.8795819141991807,0.9221722216732094,0.6666666666666666,0.8795819141991807,0.9221722216732094,0.6666666666666666,0.8228069341796856,1.889749297651816e-07,ENSMUSG00000036940,5.306196663,5.306196663,6.319539214218751,6.319539214218751,1.5544659029809142,1.5544659029809142,1.5469715251134635,1.5469715251134635,ENSMUSG00000064345,3012.176755,3012.176755,4937.539839718751,4937.539839718751,2.4508244197825615,2.4508244197825615,2.3824333284581045,2.3824333284581045,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000049091<==>ENSMUSG00000020250,ENSMUSG00000049091,ENSMUSG00000020250,RNAseq<==>RNAseq,0.020815127253525318,0.0020082755054294677,0.006530017254715304,0.020815127253525318,0.0020082755054294677,0.006530017254715304,1.864202508120588e-08,0.7857142857142857,0.9047619047619048,0.8571428571428571,0.7857142857142857,0.9047619047619048,0.8571428571428571,0.8492063492063492,1.5724008923866713e-07,ENSMUSG00000049091,2.2708028525,2.2708028525,12.92856754959375,12.92856754959375,4.9803662193282365,4.9803662193282365,4.734273808171684,4.734273808171684,ENSMUSG00000020250,49.876532624999996,49.876532624999996,84.67527738812501,84.67527738812501,2.1229224880407855,2.1229224880407855,2.11571892814076,2.11571892814076,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000058301<==>ENSMUSG00000020609,ENSMUSG00000058301,ENSMUSG00000020609,RNAseq<==>RNAseq,0.04806854031028467,0.010175540123456787,0.0020082755054294677,0.04806854031028467,0.010175540123456787,0.0020082755054294677,1.5770336079191506e-07,0.7108949717500228,0.8333333333333334,0.9047619047619048,0.7108949717500228,0.8333333333333334,0.9047619047619048,0.8163300699484203,8.3741961511045e-07,ENSMUSG00000058301,13.194145525,13.194145525,22.015096913031247,22.015096913031247,3.257414316703854,3.257414316703854,2.7462857899326822,2.7462857899326822,ENSMUSG00000020609,215.20627009999998,215.20627009999998,521.829136490625,521.829136490625,3.5459085245767454,3.5459085245767454,3.3080592843059655,3.3080592843059655,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000052539<==>ENSMUSG00000029623,ENSMUSG00000052539,ENSMUSG00000029623,RNAseq<==>RNAseq,0.07098765432098764,0.010175540123456787,0.010175540123456787,0.07098765432098764,0.010175540123456787,0.010175540123456787,4.163660623847342e-06,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.7777777777777778,1.2425239861691805e-05,ENSMUSG00000052539,9.547865082000001,9.547865082000001,15.514038306062497,15.514038306062497,2.092231592288357,2.092231592288357,2.181121870290999,2.181121870290999,ENSMUSG00000029623,66.681613555,66.681613555,84.62578835124998,84.62578835124998,1.6625180917448983,1.6625180917448983,1.5185331541726974,1.5185331541726974,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000025364<==>ENSMUSG00000029634,ENSMUSG00000025364,ENSMUSG00000029634,RNAseq<==>RNAseq,0.05799031816457279,0.0008629681828999817,0.020815127253525318,0.05799031816457279,0.0008629681828999817,0.020815127253525318,1.7376206106109085e-07,0.6904761904761905,0.9285714285714286,0.7857142857142857,0.6904761904761905,0.9285714285714286,0.7857142857142857,0.8015873015873015,9.089777525317751e-07,ENSMUSG00000025364,142.3484381,142.3484381,160.93135520625,160.93135520625,0.8354581733599015,0.8354581733599015,0.7780581960331244,0.7780581960331244,ENSMUSG00000029634,36.7567349,36.7567349,46.948111321249996,46.948111321249996,2.2111669458633023,2.2111669458633023,1.9611156113341512,1.9611156113341512,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid362<==>lipid491,lipid362,lipid491,lipid_metab<==>lipid_metab,0.1017330374542646,0.03655276105286082,0.0025261219457728833,0.1017330374542646,0.03655276105286082,0.0025261219457728833,6.154737356437879e-06,-0.6190476190476191,-0.7380952380952381,-0.8969861706961915,-0.6190476190476191,-0.7380952380952381,-0.8969861706961915,-0.7513763426130162,5.223219302315034e-05,lipid362,679.29970385,679.29970385,689.4031749343749,689.4031749343749,1.5556275788598315,1.5556275788598315,1.5176795538104335,1.5176795538104335,lipid491,1680.1575645,1680.1575645,1818.2910288918752,1818.2910288918752,-4.24539256082515,-4.24539256082515,-4.08982689251154,-4.08982689251154,True,True,-1.0,1.0,-1.0,-1.0,1,-1.0
ENSMUSG00000028180<==>ENSMUSG00000026740,ENSMUSG00000028180,ENSMUSG00000026740,RNAseq<==>RNAseq,0.010175540123456787,0.0002604000243872527,0.006530017254715304,0.010175540123456787,0.0002604000243872527,0.006530017254715304,1.6842784626675245e-10,0.8333333333333334,0.9523809523809523,0.8571428571428571,0.8333333333333334,0.9523809523809523,0.8571428571428571,0.8809523809523809,4.501850583926093e-09,ENSMUSG00000028180,47.279043625,47.279043625,55.896943539375,55.896943539375,1.299568928891264,1.299568928891264,1.390588299495564,1.390588299495564,ENSMUSG00000026740,49.876332985000005,49.876332985000005,55.947413870937496,55.947413870937496,0.80834581356589,0.80834581356589,0.8142257707200391,0.8142257707200391,True,True,1.0,1.0,1.0,1.0,1,1.0
